,eCO2-1,eCO2-2,eCO2-3,eCO2-4,eCO2-5,eCO2-6,Abundance,Type,phylum,class,order,family,genus,species,
PASV167,0.001730104,0.001336898,0.003027682,0.002280591,0.000904372,0.000943693,0.00170389,phoD,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Phyllobacteriaceae,g__Mesorhizobium,s__Mesorhizobium_amorphae,
PASV437,0.00145486,0.001061655,0.001690783,0.001494181,0.002005348,0.001336898,0.001507288,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV262,0.001336898,0.001533501,0.000550488,0.002044668,0.001730104,0.001140296,0.001389326,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV373,0.001651463,0.001690783,0.00074709,0.001572822,0.001297578,0.001179616,0.001356559,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV124,0.000275244,0.001218937,0.000668449,0.000393205,0.000275244,0.001494181,0.000720877,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV264,0.001848065,0.001218937,0.002280591,0.00145486,0.000983014,0.000432526,0.001369666,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV214,0.002359232,0.001258257,0.000943693,0.001966027,0.001926707,0.000983014,0.001572822,phoD,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Methylobacteriaceae,g__Methylobacterium,s__Methylobacterium_sp._C1,
PASV299,0.001258257,0.001769424,0.001730104,0.00145486,0.001022334,0.001848065,0.001513841,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV109,0.001100975,0.001022334,0.001179616,0.001140296,0.001769424,0.000825731,0.001173063,phoD,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Bradyrhizobium,s__Bradyrhizobium_sp._CCGE-LA001,
PASV219,0.000314564,0.00145486,0.000904372,0.00145486,0.002949041,0.001140296,0.001369666,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV270,0.001572822,0.001100975,0.001966027,0.000786411,0.000668449,0.001179616,0.001212383,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV142,0.001022334,0.000825731,0.000511167,0.000353885,0.001572822,0.001494181,0.000963353,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV583,0.00145486,0,0,0,0,0.005033029,0.001081315,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV225,0.000865052,0.001415539,0.001494181,0.001966027,0.001336898,0.00070777,0.001297578,phoD,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Bradyrhizobium,s__Bradyrhizobium_sp._S23321,
PASV478,0.001336898,0.000865052,0.00074709,0.00074709,0.002673797,0.00074709,0.00118617,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV230,0.001100975,0.001297578,0.00145486,0.000865052,0.000943693,0.000275244,0.000989567,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV162,0.000550488,0,0.001769424,0,0,0.001100975,0.000570148,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV175,0.001140296,0.00074709,0.002123309,0.000314564,0.000314564,0.000943693,0.000930586,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV386,0.001612142,0.000943693,0.00070777,0.00070777,0.00070777,0.001926707,0.001100975,phoD,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Bradyrhizobium,s__Bradyrhizobium_icense,
PASV228,0.000511167,0.001061655,0,0.000668449,0.000393205,0.000589808,0.000537381,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV223,0.001258257,0.001179616,0,0.002673797,0,0.000786411,0.000983014,phoD,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Bradyrhizobium,s__Bradyrhizobium_sp._CCGE-LA001,
PASV2404,0.001572822,0.001808745,0.001730104,0.001769424,0.003145643,0.000825731,0.001808745,phoD,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Sinorhizobium,s__Sinorhizobium_meliloti,
PASV320,0.000983014,0.001376219,0.00145486,0.001179616,0.001336898,0.000904372,0.00120583,phoD,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Afipia,s__Afipia_sp._GAS231,
PASV195,0.000904372,0.000983014,0.001100975,0.001966027,0.000235923,0.001297578,0.001081315,phoD,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__unclassified_o__Burkholderiales,g__Rhizobacter,s__Rhizobacter_gummiphilus,
PASV171,0.001022334,0.000943693,0.00074709,0.001100975,0.000550488,0.000511167,0.000812625,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV3220,0.001966027,0.001926707,0,0.002477194,0,0.002319912,0.001448307,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV240,0.001218937,0.001730104,0,0,0.001258257,0.000550488,0.000792964,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV220,0.000471846,0.004050016,0.000786411,0.000589808,0.001376219,0.000511167,0.001297578,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV226,0.001179616,0.000904372,0.000668449,0.001494181,0.000589808,0.000786411,0.00093714,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV263,0.000668449,0,0.000865052,0.00074709,0.001376219,0.000629129,0.000714323,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV297,0.001415539,0.001494181,0.001336898,0.001022334,0.001258257,0.001297578,0.001304131,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV168,0.000432526,0.000786411,0.000943693,0.001808745,0.000550488,0.000668449,0.000865052,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV261,0,0,0,0,0,0.002044668,0.000340778,phoD,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Bradyrhizobium,s__Bradyrhizobium_lablabi,
PASV415,0.000904372,0.000943693,0.000511167,0.000904372,0.000393205,0.001769424,0.000904372,phoD,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__Pseudomonas_stutzeri,
PASV1114,0.001140296,0.001376219,0.002005348,0.001061655,0.001612142,0.001887386,0.001513841,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV210,0.00074709,0.001572822,0.00074709,0.000983014,0.000825731,0.000786411,0.000943693,phoD,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__Pseudomonas_stutzeri,
PASV121,0.001376219,0,0,0.00145486,0,0.001218937,0.000675003,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV273,0.000393205,0.001100975,0.000668449,0.000432526,0.000235923,0.00070777,0.000589808,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV239,0.000550488,0.001258257,0.001022334,0.001100975,0.001061655,0,0.000832285,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV333,0.00074709,0.001494181,0,0.001179616,0.000668449,0.000943693,0.000838838,phoD,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Bradyrhizobium,s__Bradyrhizobium_icense,
PASV701,0.000865052,0.001572822,0.001651463,0.002555835,0.001533501,0.000983014,0.001526948,phoD,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Ensifer,s__Ensifer_sojae,
PASV355,0.001100975,0.001494181,0.000983014,0.00074709,0.001061655,0.000550488,0.000989567,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV475,0.001179616,0.001258257,0.001179616,0.001218937,0.001651463,0.001140296,0.001271364,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV4085,0,0.002280591,0.002359232,0.003499528,0.000983014,0,0.001520394,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV498,0.001022334,0.001022334,0.000825731,0.000668449,0.000904372,0.000511167,0.000825731,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV202,0.000275244,0.00070777,0.000983014,0.000471846,0.000865052,0.000589808,0.000648789,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV249,0.000235923,0.001218937,0.001218937,0.00145486,0.000314564,0.000471846,0.000819178,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV152,0,0,0,0,0,0.001730104,0.000288351,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV314,0.000825731,0.001258257,0.001297578,0.000904372,0.001179616,0.000668449,0.001022334,phoD,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Sinorhizobium,s__Sinorhizobium_medicae,
PASV232,0.00145486,0.000904372,0,0.001533501,0.000629129,0.000393205,0.000819178,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV643,0.001179616,0.000471846,0,0.002595156,0.000629129,0.002083989,0.001159956,phoD,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Bradyrhizobium,s__Bradyrhizobium_icense,
PASV254,0.000668449,0,0.000511167,0.000943693,0.000668449,0.00074709,0.000589808,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV312,0,0,0,0.00074709,0,0.000865052,0.00026869,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV209,0,0,0.001415539,0.001022334,0.001061655,0,0.000583255,phoD,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Lysobacter,s__Lysobacter_antibioticus,
PASV181,0.000550488,0.001061655,0,0.001336898,0.000865052,0,0.000635682,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV476,0,0.001887386,0.001061655,0.001218937,0,0.001887386,0.001009227,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV2429,0,0,0,0,0,0.007431582,0.001238597,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV376,0.001336898,0,0.000943693,0.002437874,0.000471846,0.000983014,0.001028888,phoD,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Bradyrhizobium,s__Bradyrhizobium_sp._BTAi1,
PASV278,0,0,0,0,0.001926707,0.001572822,0.000583255,phoD,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Bradyrhizobium,s__Bradyrhizobium_sp._CCGE-LA001,
PASV350,0.000786411,0.000432526,0.000983014,0.000393205,0.000668449,0.000393205,0.000609468,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV183,0.002398553,0,0,0,0,0.000825731,0.000537381,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV200,0,0.000432526,0.000943693,0.000589808,0.000668449,0.00074709,0.000563594,phoD,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Bradyrhizobium,s__Bradyrhizobium_icense,
PASV399,0.001022334,0.000314564,0,0.001179616,0.000629129,0.000235923,0.000563594,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV2391,0.000668449,0.001336898,0.000865052,0.000904372,0.001061655,0.000550488,0.000897819,phoD,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Sinorhizobium,s__Sinorhizobium_sp._CCBAU_05631,
PASV569,0.001140296,0.001926707,0.001415539,0.000943693,0.000825731,0.001100975,0.00122549,phoD,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Ensifer,s__Ensifer_adhaerens,
PASV358,0.000629129,0.00070777,0.000904372,0,0.000668449,0.001376219,0.000714323,phoD,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Bradyrhizobium,s__Bradyrhizobium_icense,
PASV166,0,0.001533501,0.001140296,0.001061655,0,0.000157282,0.000648789,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV4813,0,0,0,0,0,0.004443221,0.000740537,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV2387,0.001100975,0,0.000825731,0,0,0.00074709,0.000445633,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV425,0,0.00074709,0.001376219,0.001769424,0.00145486,0.000943693,0.001048548,phoD,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Ensifer,s__Ensifer_adhaerens,
PASV158,0.000904372,0.000275244,0.000589808,0.000471846,0.001140296,0.000275244,0.000609468,phoD,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Cupriavidus,s__Cupriavidus_gilardii,
PASV424,0.000314564,0.00074709,0.001336898,0.001100975,0.000432526,0.000432526,0.00072743,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV300,0,0.001022334,0,0.000353885,0.00070777,0.001140296,0.000537381,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV266,0,0.002083989,0,0,0.001100975,0.000668449,0.000642236,phoD,p__Actinobacteria_d__Bacteria,c__Actinobacteria_p__Actinobacteria,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,s__Streptomyces_sp._3124.6,
PASV363,0.001100975,0.001218937,0,0.000786411,0.000786411,0.000668449,0.000760197,phoD,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Bradyrhizobium,s__Bradyrhizobium_diazoefficiens,
PASV878,0.000865052,0.000511167,0.000589808,0.001140296,0.000314564,0.001022334,0.000740537,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV332,0.00074709,0.000550488,0.000550488,0.000904372,0.000432526,0.000471846,0.000609468,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV352,0.000983014,0,0.000943693,0.001808745,0,0,0.000622575,phoD,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Methylobacteriaceae,g__Methylobacterium,s__Methylobacterium_sp._C1,
PASV4079,0,0,0.003342246,0,0,0.001572822,0.000819178,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV506,0.000589808,0.000511167,0.00070777,0.000471846,0.000353885,0.000196603,0.000471847,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV483,0.000550488,0,0,0,0.000471846,0.001061655,0.000347332,phoD,p__Actinobacteria_d__Bacteria,c__Actinobacteria_p__Actinobacteria,o__Streptosporangiales,f__Nocardiopsaceae,g__Nocardiopsis,s__Nocardiopsis_dassonvillei,
PASV468,0.00070777,0.000432526,0.000904372,0.000235923,0.000432526,0.000353885,0.000511167,phoD,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Bradyrhizobium,s__Bradyrhizobium_erythrophlei,
PASV438,0.001297578,0,0.001612142,0.000393205,0.001494181,0.001651463,0.001074762,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV461,0,0.001140296,0.000668449,0.000550488,0.000786411,0.000904372,0.000675003,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
PASV567,0.000786411,0.000235923,0.000629129,0.001061655,0.000511167,0.000275244,0.000583255,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium,
