,aCO2-1,aCO2-2,aCO2-3,aCO2-4,aCO2-5,aCO2-6,Abundance,Type,phylum,class,order,family,genus,species
PASV164,0.001218937,0.003814092,0.001730104,0.001494181,0.002044668,0,0.001716997,phoD,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__Pseudomonas_stutzeri
PASV163,0.00145486,0.001769424,0.00145486,0.001179616,0.001022334,0.001376219,0.001376219,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium
PASV259,0.001140296,0.002555835,0.001966027,0,0,0.00290972,0.001428646,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium
PASV98,0.002083989,0.000786411,0.001533501,0.001690783,0.002005348,0,0.001350005,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium
PASV167,0.001730104,0.001651463,0,0.000786411,0.001258257,0.001376219,0.001133742,phoD,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Phyllobacteriaceae,g__Mesorhizobium,s__Mesorhizobium_amorphae
PASV222,0.001022334,0.000629129,0.002280591,0.001022334,0.001336898,0.001218937,0.001251704,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium
PASV437,0.000511167,0.001533501,0.001297578,0.001258257,0.001887386,0.00220195,0.001448307,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium
PASV346,0.00070777,0.001808745,0.00220195,0.001808745,0,0.001258257,0.001297578,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium
PASV262,0.001022334,0.001966027,0.001140296,0.001651463,0.001808745,0.000550488,0.001356559,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium
PASV373,0.00074709,0.001100975,0.001297578,0.001336898,0.001336898,0.002595156,0.001402433,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium
PASV124,0.001612142,0.000943693,0.001336898,0.00290972,0.001533501,0.000904372,0.001540054,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium
PASV174,0.001572822,0.001848065,0.001690783,0.000629129,0.000353885,0.001218937,0.001218937,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium
PASV264,0.001297578,0.001415539,0.001336898,0.00070777,0.001022334,0.001848065,0.001271364,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium
PASV214,0.001297578,0.000668449,0.00074709,0.001533501,0.00070777,0,0.000825731,phoD,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Methylobacteriaceae,g__Methylobacterium,s__Methylobacterium_sp._C1
PASV299,0.00070777,0.000983014,0.000983014,0.001218937,0,0.001651463,0.000924033,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium
PASV109,0.001926707,0.002280591,0,0,0,0.001179616,0.000897819,phoD,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Bradyrhizobium,s__Bradyrhizobium_sp._CCGE-LA001
PASV318,0.000943693,0.002752438,0.001494181,0,0.001376219,0.001297578,0.001310685,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium
PASV219,0.001179616,0.001336898,0.001100975,0.000511167,0.000393205,0.000983014,0.000917479,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium
PASV270,0.00070777,0.001690783,0.00074709,0.000629129,0.00220195,0.00074709,0.001120635,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium
PASV142,0.001730104,0.000786411,0.001415539,0.000943693,0.000668449,0.001218937,0.001127189,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium
PASV583,0.000314564,0.000393205,0,0.005622837,0.002673797,0,0.001500734,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium
PASV401,0.000550488,0.001415539,0.001612142,0.001061655,0.00070777,0.00216263,0.001251704,phoD,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Phyllobacteriaceae,g__Mesorhizobium,s__Mesorhizobium_sp._B7
PASV478,0.000471846,0,0.004010695,0,0.000904372,0.001612142,0.001166509,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium
PASV230,0.000904372,0.000825731,0.001494181,0.00220195,0.001022334,0.000983014,0.001238597,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium
PASV162,0.00145486,0.001808745,0.001415539,0.002005348,0.001651463,0.001336898,0.001612142,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium
PASV175,0.00145486,0.00074709,0.001100975,0.00145486,0.00074709,0.001690783,0.001199276,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium
PASV386,0.000668449,0.001140296,0.002555835,0.00216263,0,0.001022334,0.001258257,phoD,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Bradyrhizobium,s__Bradyrhizobium_icense
PASV154,0.001651463,0.001022334,0.001179616,0.001572822,0.000904372,0.001022334,0.00122549,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium
PASV290,0.000943693,0.001848065,0.001376219,0.000983014,0.001100975,0.000983014,0.00120583,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium
PASV228,0.001218937,0.00432526,0.001022334,0.001572822,0.000668449,0.000904372,0.001618696,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium
PASV223,0.000983014,0.000904372,0.00070777,0.001258257,0.001376219,0.001336898,0.001094422,phoD,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Bradyrhizobium,s__Bradyrhizobium_sp._CCGE-LA001
PASV2404,0,0.000668449,0,0,0.00074709,0,0.000235923,phoD,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Sinorhizobium,s__Sinorhizobium_meliloti
PASV195,0.001022334,0.000629129,0.000786411,0.001100975,0.000629129,0.000943693,0.000851945,phoD,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__unclassified_o__Burkholderiales,g__Rhizobacter,s__Rhizobacter_gummiphilus
PASV246,0.000904372,0.001376219,0.000865052,0.000511167,0.001533501,0.001179616,0.001061655,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium
PASV171,0.001179616,0.000943693,0.001179616,0.000589808,0.001415539,0.00145486,0.001127189,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium
PASV3220,0,0,0.001808745,0.001690783,0,0.001336898,0.000806071,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium
PASV240,0.00145486,0.000786411,0.001966027,0.000943693,0,0.001730104,0.001146849,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium
PASV220,0.000943693,0.001966027,0.000904372,0.000511167,0,0,0.000720877,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium
PASV3230,0,0,0.001100975,0.002044668,0.002516515,0.001022334,0.001114082,phoD,p__Actinobacteria_d__Bacteria,c__Actinobacteria_p__Actinobacteria,o__Micrococcales,f__Micrococcaceae,g__Arthrobacter,s__Arthrobacter_sp._FB24
PASV519,0.000511167,0.001336898,0.000943693,0.000511167,0.00070777,0.001140296,0.000858499,phoD,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Phyllobacteriaceae,g__Mesorhizobium,s__Mesorhizobium_sp._B7
PASV226,0.001022334,0.000825731,0.00070777,0.000668449,0.001494181,0.001494181,0.001035441,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium
PASV263,0.000904372,0.00070777,0.001415539,0.001258257,0.001297578,0.001218937,0.001133742,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium
PASV297,0.000904372,0.000668449,0.000550488,0.00074709,0.000196603,0.000904372,0.000661896,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium
PASV168,0.001612142,0.000865052,0.000432526,0.001179616,0.000589808,0.001297578,0.00099612,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium
PASV261,0.000943693,0,0.001179616,0.002949041,0.002241271,0.002437874,0.001625249,phoD,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Bradyrhizobium,s__Bradyrhizobium_lablabi
PASV415,0.000471846,0.000432526,0.000196603,0.002398553,0.001730104,0.00070777,0.000989567,phoD,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__Pseudomonas_stutzeri
PASV1114,0.000157282,0.000432526,0.000471846,0.000943693,0.000314564,0.00070777,0.000504614,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium
PASV210,0.000511167,0.000353885,0.001022334,0.000865052,0.000393205,0.000825731,0.000661896,phoD,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__Pseudomonas_stutzeri
PASV121,0.002005348,0.001140296,0.001730104,0.001336898,0,0,0.001035441,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium
PASV242,0.000983014,0.000943693,0.001258257,0.001494181,0,0.00070777,0.000897819,phoD,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Bradyrhizobium,s__Bradyrhizobium_icense
PASV302,0.000786411,0.001061655,0.001022334,0.000471846,0.001100975,0.001730104,0.001028888,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium
PASV273,0.000943693,0.001730104,0.000904372,0.000471846,0.00216263,0.001140296,0.00122549,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium
PASV239,0.001297578,0.000865052,0.001100975,0.001376219,0,0.001297578,0.000989567,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium
PASV333,0.000393205,0.000786411,0.001218937,0.001612142,0.001258257,0.000550488,0.000969907,phoD,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Bradyrhizobium,s__Bradyrhizobium_icense
PASV701,0.000314564,0.000629129,0.000157282,0.000629129,0.000393205,0.000589808,0.000452186,phoD,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Ensifer,s__Ensifer_sojae
PASV355,0.000825731,0.000393205,0.000825731,0.000983014,0.000865052,0.000865052,0.000792964,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium
PASV475,0.000393205,0,0.000511167,0.000668449,0.001336898,0.000668449,0.000596361,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium
PASV4085,0,0,0.001022334,0.001336898,0,0,0.000393205,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium
PASV498,0.000550488,0.000511167,0.001140296,0.000668449,0.001179616,0.001061655,0.000851945,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium
PASV202,0.001258257,0.001336898,0.000589808,0.001140296,0.000393205,0.001140296,0.00097646,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium
PASV249,0.000550488,0.000904372,0.000904372,0.001022334,0.001258257,0,0.000773304,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium
PASV152,0.001297578,0,0.00145486,0.001887386,0.002398553,0,0.001173063,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium
PASV329,0.000904372,0.001926707,0,0.00145486,0,0,0.000714323,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium
PASV314,0.000825731,0,0.00074709,0.000865052,0,0.000943693,0.000563594,phoD,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Sinorhizobium,s__Sinorhizobium_medicae
PASV232,0.001258257,0,0.000786411,0.001258257,0.000786411,0.00074709,0.000806071,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium
PASV643,0.000235923,0.000432526,0.000314564,0.001533501,0.000275244,0.000353885,0.000524274,phoD,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Bradyrhizobium,s__Bradyrhizobium_icense
PASV254,0.000865052,0.000432526,0.000943693,0.001258257,0.001376219,0.001061655,0.000989567,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium
PASV312,0.000825731,0.003302925,0,0.001100975,0.001690783,0.001140296,0.001343452,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium
PASV272,0.000904372,0.00070777,0.00074709,0.001100975,0.000629129,0.000786411,0.000812625,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium
PASV181,0.001140296,0,0.001179616,0.001336898,0.001297578,0,0.000825731,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium
PASV476,0.000471846,0.002280591,0.001140296,0,0,0,0.000648789,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium
PASV2429,0,0.000550488,0.000589808,0,0,0.001179616,0.000386652,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium
PASV376,0.000393205,0.001179616,0.00070777,0,0.000629129,0.000589808,0.000583255,phoD,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Bradyrhizobium,s__Bradyrhizobium_sp._BTAi1
PASV278,0.00074709,0.00290972,0,0,0.001730104,0,0.000897819,phoD,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Bradyrhizobium,s__Bradyrhizobium_sp._CCGE-LA001
PASV350,0.00070777,0.001140296,0.000629129,0.001140296,0.000904372,0.000943693,0.000910926,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium
PASV267,0.001140296,0.000786411,0.001022334,0.001022334,0,0,0.000661896,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium
PASV183,0.001336898,0.001140296,0.000943693,0,0,0.001769424,0.000865052,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium
PASV200,0.000943693,0.000865052,0.000550488,0.001179616,0.00070777,0.000393205,0.000773304,phoD,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Bradyrhizobium,s__Bradyrhizobium_icense
PASV315,0.000668449,0.002280591,0.002044668,0.001612142,0,0.001494181,0.001350005,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium
PASV2391,0,0.000943693,0.001415539,0,0,0.002241271,0.000766751,phoD,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Sinorhizobium,s__Sinorhizobium_sp._CCBAU_05631
PASV494,0.000511167,0.001533501,0.001179616,0.000550488,0.00070777,0.001297578,0.000963353,phoD,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Afipia,s__Afipia_sp._GAS231
PASV358,0.00070777,0.001140296,0,0.001415539,0.00074709,0.000668449,0.000779857,phoD,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Bradyrhizobium,s__Bradyrhizobium_icense
PASV166,0.001887386,0,0.00145486,0.000943693,0,0,0.000714323,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium
PASV321,0.000668449,0.000471846,0.00074709,0.000865052,0.00070777,0.001140296,0.000766751,phoD,p__unclassified_d__Bacteria,c__unclassified_d__Bacteria,o__unclassified_d__Bacteria,f__unclassified_d__Bacteria,g__unclassified_d__Bacteria,s__uncultured_bacterium
